plan_action	staging_root	sha256	source	size_bytes	filename	source_path	source_directory	dry_run_status	notes
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	213960202a455cf27e93ba5dddc4d3826e160beaa3ae3d6cf1edffe497c2d2a4	optiplex	5993421	2021-09-15 144005.heic	/home/remospeed/Media/Fotos/Fotos/Chocolate/2021-09-15 144005.heic	/home/remospeed/Media/Fotos/Fotos/Chocolate	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	2190039ff79de20ce50137eb99e6abbb8bea1f344b04ff8cbfbadc42eafa6261	optiplex	1730159	IMG_4586.MOV	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_4586.MOV	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	21d3813821c1cc2c1847df02ff1865655eba3b3eac5c6d1e410ba5e6b20a5831	optiplex	1775490	2021-09-10 113121.heic	/home/remospeed/Media/Fotos/Fotos/Work/2021-09-10 113121.heic	/home/remospeed/Media/Fotos/Fotos/Work	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	21f4f5263a39ea8a33ddbea0200ced4a2c137a3a20f1c918c385a0c09068ae61	optiplex	886612	2021-06-16 095753.heic	/home/remospeed/Media/Fotos/Fotos/Grado Felipe/2021-06-16 095753.heic	/home/remospeed/Media/Fotos/Fotos/Grado Felipe	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	2279efa0107ec82849dd8e5c13cdfb09e359662e68737ecc6fd870e2f6d96712	optiplex	14830309	2023-04-22 134905.mov	/home/remospeed/Media/Fotos/Fotos/From：iPhone/2023-04-22 134905.mov	/home/remospeed/Media/Fotos/Fotos/From：iPhone	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	2290d6fa560acbee5ce24e1d6c18ee0249c60a28f183836f5ad638b5d474d51a	optiplex	3606506	IMG_8496.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_8496.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	22a586f6ce21cd218339be29204c3e741d4b3fb98c472c5c1e3159f4be5ea4c9	optiplex	2410777	2022-04-14 143610.heic	/home/remospeed/Media/Fotos/Fotos/Work/2022-04-14 143610.heic	/home/remospeed/Media/Fotos/Fotos/Work	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	22ad56107dd7d2c2e5fbebdfa70634bc62c3dc3b4519b17e86e000e99fefc76a	optiplex	2674351	2021-06-11 103810.heic	/home/remospeed/Media/Fotos/Fotos/Work/2021-06-11 103810.heic	/home/remospeed/Media/Fotos/Fotos/Work	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	232cd9e7a780d3f71fd1b8c77109e882b082caeaae9efd76bf3cdaf264508b1e	optiplex	173756	P8220840.JPG	/home/remospeed/Media/Fotos/Fotos/2005/P8220840.JPG	/home/remospeed/Media/Fotos/Fotos/2005	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	235cdbd7bf8c0fc2aa54ea0a5691d43ab9551700ef975cc446c5e06f16d94f95	optiplex	1346443	2021-06-16 110034.jpg	/home/remospeed/Media/Fotos/Fotos/Grado Felipe/2021-06-16 110034.jpg	/home/remospeed/Media/Fotos/Fotos/Grado Felipe	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	237b09357d3ef0abe24c2289c876c3878b27bac76d5ac8c9a68e1f2601d96f91	optiplex	3313236	IMG_8338.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_8338.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	23cd3845ef2302567e26fddd90719e2565a12d2052c2981e88c11c7e4425111e	optiplex	115517	P8220819.JPG	/home/remospeed/Media/Fotos/Fotos/2005/P8220819.JPG	/home/remospeed/Media/Fotos/Fotos/2005	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	23de02d2c0b72cde470f4f19d6239807e98a5d9f9284d61f24b5d004af915d6a	optiplex	1856595	IMG_8542.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_8542.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	23ded270122985224efcaba94c282f0bc32139e6d0dd26b9cb391fcf1f4f5455	optiplex	2628252	2021-06-16 110435.heic	/home/remospeed/Media/Fotos/Fotos/Grado Felipe/2021-06-16 110435.heic	/home/remospeed/Media/Fotos/Fotos/Grado Felipe	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	23f624e4125bbcfe31dd98077722ad54e38bbc6c1b7620d6daa7292dd5b37875	optiplex	134694	P8140725.JPG	/home/remospeed/Media/Fotos/Fotos/2005/P8140725.JPG	/home/remospeed/Media/Fotos/Fotos/2005	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	2424ffd0f0a8c58ffb95abb7e4fe51bafd767b1d568c38ae4b40016a695e0e1c	optiplex	1577657	IMG_8443.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_8443.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	244a3896b9ef53a67d3c937363938f4dd666770208818ddc47907dd95967ad33	optiplex	212228	IMG_8692.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_8692.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	2482433deddef4bc85c512d0a91ea00ed3a5814d605183edbc46c44709cc4a08	optiplex	114557	IMG_7795.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_7795.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	2485496d69416c5eda5c1608671f6d01b819d5f7eec931b8e0a9505ee9edf8d5	optiplex	57032800	2023-06-17 174816.mov	/home/remospeed/Media/Fotos/Fotos/From：iPhone/2023-06-17 174816.mov	/home/remospeed/Media/Fotos/Fotos/From：iPhone	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	2487ed33be11ef89ac07662da6af87ba36e9b8c7585e893afa67cb8410a60204	optiplex	105657	IMG_7687.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_7687.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	248f3659eaa75addeeb17eb2a3f0f444ff9d8c135887b554f5ccad6813809f6f	optiplex	25448514	2022-08-25 150355.mov	/home/remospeed/Media/Fotos/Fotos/Work/2022-08-25 150355.mov	/home/remospeed/Media/Fotos/Fotos/Work	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	24d3093a8cf0018bb3b7ee510b3f293b85788c4cac9691c93bb2792c9db9b989	optiplex	1301030	2021-06-16 110023.jpg	/home/remospeed/Media/Fotos/Fotos/Grado Felipe/2021-06-16 110023.jpg	/home/remospeed/Media/Fotos/Fotos/Grado Felipe	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	25167b02c49af54e7d60f2d375073d7ed65db771d0f0304b358f5f3c327185f3	optiplex	3421720	IMG_8477.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_8477.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	253be48930ec5f22bde3fcc6ca4735190752912e6d10d32a9ba3b9160f566d47	optiplex	328843	458430446_8771101956237255_7077819441715434447_n.jpg	/home/remospeed/Media/Fotos/Fotos/Cali/458430446_8771101956237255_7077819441715434447_n.jpg	/home/remospeed/Media/Fotos/Fotos/Cali	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	2546208b9955f6afd60d7444db01ecaaba163dbc72a83f1f776324218f53d529	optiplex	155441	IMG_7769.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_7769.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	2598d764559b04fd3cefbf5579a5ec990a0d0da5ebe4ca539a5126192ebedaca	optiplex	5021994	IMG_8358.MOV	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_8358.MOV	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	25f5c5315c24c95758ff1c38d172afda33cc4c64908110b96d82f2f4d9aa8d96	optiplex	119086	P8140754.JPG	/home/remospeed/Media/Fotos/Fotos/2005/P8140754.JPG	/home/remospeed/Media/Fotos/Fotos/2005	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	2615e0bbfcc5925a42119e6b76e8eaa61bc75b7a29251b415ba3d0fd9dc7dbb0	optiplex	1989081	IMG_8286.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_8286.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	261877870504f736b8a5280f103c003a32a7ac6d8381afe03d5c664bd1183446	optiplex	37463810	2023-04-22 152008.mov	/home/remospeed/Media/Fotos/Fotos/From：iPhone/2023-04-22 152008.mov	/home/remospeed/Media/Fotos/Fotos/From：iPhone	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	263fa00f4e89d04dfc9a7b908457d17e367a41ac98777bc1a4df9d136c77482d	optiplex	2069644	2021-09-14 105654.heic	/home/remospeed/Media/Fotos/Fotos/Work/2021-09-14 105654.heic	/home/remospeed/Media/Fotos/Fotos/Work	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	2646999c0b85ac1fb800e673c5aa1ac03df3c2a28dc9664ff18a0b1941a16889	optiplex	1444424	IMG_9061.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_9061.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	268c0aa1c5fd58c0d8c464b49af78954705940c9f5d3e4e3a037b5b8a81bfa19	optiplex	2760270	IMG_7958.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_7958.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	269fbd8dc5166c41694b09e77c5f850c0b413f4f940cdba3cab118c5a12f7122	optiplex	2235920	2021-06-16 100309.heic	/home/remospeed/Media/Fotos/Fotos/Grado Felipe/2021-06-16 100309.heic	/home/remospeed/Media/Fotos/Fotos/Grado Felipe	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	26b6e9627b186e30c8e1d04439a28b1656c721eb385e0ae3eab39e0539e25c9b	optiplex	1449012	2021-06-11 184119.jpg	/home/remospeed/Media/Fotos/Fotos/Work/2021-06-11 184119.jpg	/home/remospeed/Media/Fotos/Fotos/Work	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	26c5fcb9fb991568d5103b9a7cde3a38a880b9865af3c8e00fd9050ddd9dd65b	optiplex	119390	IMG_7953.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_7953.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	2778f3788f9746e68a7f4f0961ff696d0568b19294913976df5b7dcc10ecbdfd	optiplex	1808976	IMG_8013.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_8013.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	277c50d27faee8b8346b18905793b148aa82a1fb6d5998b27286876c135b4823	optiplex	127842	IMG_7797.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_7797.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	2795fc776fc9bb2f1df88a8c687346f665d8cbd9d1b48851c90c7666fa94cc77	optiplex	18426	IMG_7717.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_7717.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	27a336a472791313da7441a26a3222c24bc511490f4430f3c530680fc53bf5c7	optiplex	204885	P8170762.JPG	/home/remospeed/Media/Fotos/Fotos/2005/P8170762.JPG	/home/remospeed/Media/Fotos/Fotos/2005	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	27a7c36d6f994b8aae1ab4f742aac5e96d0d2611b1e0135add4f6b889b0fa771	optiplex	1486049	IMG_8055.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_8055.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	27effb5a0fda1bf4f7c390fd1b14b116acfc42c66e1d5c897fdee563d4567a5d	optiplex	733229	2021-06-16 110359.heic	/home/remospeed/Media/Fotos/Fotos/Grado Felipe/2021-06-16 110359.heic	/home/remospeed/Media/Fotos/Fotos/Grado Felipe	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	28e031affcb3f6c9f87f4fb7cc17763edfa9a762a96ca9618b1938241d09b855	optiplex	209778	P8190774.JPG	/home/remospeed/Media/Fotos/Fotos/2005/P8190774.JPG	/home/remospeed/Media/Fotos/Fotos/2005	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
